r,Kmax,lamda,spop_0,rpop_0,error
0.0013864452354998271,29476.799132766337,3.828876551546129,43.47276371895585,0.001,3.8610697469934
1.000465321683157e-05,15759.230219420351,499.90827346571615,16.718483486384176,2.0980890070872493,0.0027173382959195867
0.0001807053605277333,113.74646696663149,126.52317946798817,54.22808108016496,2.2965166203308796,0.09331663485916813
0.0001961018748478745,28311.1530780207,18.614150177553682,27.86088887464241,11.940380946275319,1.8190278915949922
0.00023206554132602399,2799.6734089815654,21.241286630801227,33.81974363279338,4.636086564638299,0.8702952018581571
0.0039761506596598765,114.17401309790023,5.94751255016221,51.87831514148063,4.819084100859993,1.8103963249105761
0.00313281521996117,24.579820921686537,6.9202997889989355,12.319138533861423,0.02989055344968323,0.22999119042303512
0.00037781339194187333,157.6488818938402,27.462220484684714,35.72369072606239,14.917374867050015,4.628964141005469
1.4228573667715394e-05,28806.222579420777,498.1583721723506,46.58020087035858,7.295904059212607,0.44350057383136493
0.00036398910683455477,29107.422429551472,7.482571055176003,0.849076007265536,0.0017386055534695714,0.048752296879618316
0.000175414838125985,29017.332249476534,54.89416120222931,99.97009698194346,4.309349301817161,0.8757565411070877
0.00017157678338109193,6010.986377756045,70.35037796189681,47.52569078452144,18.17880848616236,0.6323891536116059
0.00014949965251960192,28376.648946789704,27.206493730856295,28.65519963167834,12.280799842147859,1.7173457022739818
0.00048780699173986896,52.58104325451313,21.23028215406316,21.17789984900466,5.409566615638181,0.9426595455031148
