ID,Value
"('E1008', (0.02, 117.4, 10, 58.7, 3.3000000009999972))","[0.01, 68.20000000000005, 6.494264687421481, 61.999919982513035, 1.0000000000000003e-09, 0.06137469061637288]"
"('E1008', (0.02, 176.10000000000002, 1, 29.35, 32.650000000999995))","[0.01, 73.10827588405928, 5.751377759401729, 62.0, 1.0000000000000003e-09, 0.06139711333232031]"
"('E1008', (0.02, 176.10000000000002, 1, 44.025000000000006, 17.975000000999994))","[0.2067653568273592, 68.20000000003316, 0.14203627524823698, 62.0, 46.50014666551121, 0.05836320133922019]"
"('E1008', (0.02, 176.10000000000002, 1, 58.7, 3.3000000009999972))","[0.01, 68.21958457271357, 1.0913233610077202, 62.0, 5.552940867076434, 0.2231180818422165]"
"('E1008', (0.02, 176.10000000000002, 2, 29.35, 32.650000000999995))","[0.010050357762985317, 118.44470036714364, 1.9104129578807076, 62.0, 56.44333512709227, 0.20985504193656954]"
"('E1008', (0.02, 176.10000000000002, 2, 44.025000000000006, 17.975000000999994))","[0.010602427637103356, 121.57748685990589, 1.980143161298175, 61.397784702006646, 60.18096505400917, 0.21013436049724055]"
"('E1008', (0.02, 176.10000000000002, 2, 58.7, 3.3000000009999972))","[0.010091236255915056, 68.2, 1.127412886248982, 61.971106984498434, 8.426620689189162, 0.21900287559636897]"
"('E1008', (0.02, 176.10000000000002, 5, 29.35, 32.650000000999995))","[0.01, 116.87612685720212, 1.8850856110577063, 62.0, 54.87747829771047, 0.20984345008820895]"
"('E1008', (0.02, 176.10000000000002, 5, 44.025000000000006, 17.975000000999994))","[0.01, 96.78412968107429, 1.5625409977844587, 61.9402383994989, 34.84232606601419, 0.20984563331631048]"
"('E1008', (0.02, 176.10000000000002, 5, 58.7, 3.3000000009999972))","[0.01, 68.20000000000002, 6.438413016459638, 61.77730846139049, 1.0000000000000003e-09, 0.06137177781261571]"
"('E1008', (0.02, 176.10000000000002, 10, 29.35, 32.650000000999995))","[0.01, 68.20594300874436, 6.492996789581301, 62.0, 1.0000000000000594e-09, 0.06137469553071848]"
"('E1008', (0.02, 176.10000000000002, 10, 44.025000000000006, 17.975000000999994))","[0.01, 68.24277682420404, 6.438482393262593, 61.8142345685376, 1.0000000000000193e-09, 0.061371522147992]"
"('E1008', (0.02, 176.10000000000002, 10, 58.7, 3.3000000009999972))","[0.01, 68.20000000000002, 6.494282323105027, 61.99996686397563, 1.0000000000000007e-09, 0.06137469060616207]"
"('E1008', (0.05, 88.05000000000001, 1, 29.35, 32.650000000999995))","[0.01, 100.67679809813274, 1.6240296472935944, 61.992092606459934, 38.68319217949427, 0.20984414252809802]"
"('E1008', (0.05, 88.05000000000001, 1, 44.025000000000006, 17.975000000999994))","[0.010824590822904444, 70.58474365549009, 1.3843133197024842, 50.98926061951005, 19.59697670158221, 0.2098429824601756]"
"('E1008', (0.05, 88.05000000000001, 1, 58.7, 3.3000000009999972))","[0.010230904869735612, 68.76016554461822, 1.1857736748328056, 57.98638029820636, 10.771580738954299, 0.2098642087738517]"
"('E1008', (0.05, 88.05000000000001, 2, 29.35, 32.650000000999995))","[0.259940453775361, 112.84030978826365, 0.6845016908597952, 55.77247749448986, 61.18422168800112, 0.05213422040375426]"
"('E1008', (0.05, 88.05000000000001, 2, 44.025000000000006, 17.975000000999994))","[0.06504524055810994, 68.7474908429568, 1.6276279844053794, 42.23709910819813, 26.510581177021095, 0.20986358722814036]"
"('E1008', (0.05, 88.05000000000001, 2, 58.7, 3.3000000009999972))","[0.01, 68.25909390972686, 1.1009122143242451, 62.0, 6.2559883145136475, 0.20985094835690454]"
"('E1008', (0.05, 88.05000000000001, 5, 29.35, 32.650000000999995))","[0.01, 70.13628738087786, 2.1023989477501086, 33.35966566924855, 36.77758492156241, 0.2098495888250778]"
"('E1008', (0.05, 88.05000000000001, 5, 44.025000000000006, 17.975000000999994))","[0.01, 70.04823791328408, 1.1305901866743224, 61.955410246567894, 8.090130668004779, 0.20986224709989032]"
"('E1008', (0.05, 88.05000000000001, 5, 58.7, 3.3000000009999972))","[0.01, 68.20000000000002, 6.494292848828223, 62.0, 1.000000000000018e-09, 0.061374690484030076]"
"('E1008', (0.05, 88.05000000000001, 10, 29.35, 32.650000000999995))","[0.010095701358972243, 99.33538172277372, 2.6607358319140277, 37.33448955125934, 61.999998862598034, 0.20987164159797034]"
"('E1008', (0.05, 88.05000000000001, 10, 44.025000000000006, 17.975000000999994))","[0.01, 68.20000000000002, 6.494286370890041, 62.0, 1.0000000000000085e-09, 0.061374690099697704]"
"('E1008', (0.05, 88.05000000000001, 10, 58.7, 3.3000000009999972))","[0.01, 68.20000000000002, 6.493745743804738, 61.997854555267, 1.0000000000000003e-09, 0.061374706404409805]"
"('E1008', (0.05, 117.4, 1, 29.35, 32.650000000999995))","[0.01, 68.20000000000098, 0.0, 62.0, 62.0, 0.17134106125640988]"
"('E1008', (0.05, 117.4, 1, 44.025000000000006, 17.975000000999994))","[0.01, 68.20000000000059, 1.3081556027511538, 62.0, 62.0, 0.15995711591695735]"
"('E1008', (0.05, 117.4, 1, 58.7, 3.3000000009999972))","[0.010846167637440108, 68.20000000000002, 1.133543946617223, 60.16369373367319, 8.033853105024601, 0.20984773849686042]"
"('E1008', (0.05, 117.4, 2, 29.35, 32.650000000999995))","[0.01, 108.31571006434248, 1.7470357282269844, 62.0, 46.314284524304696, 0.20984378704001802]"
"('E1008', (0.05, 117.4, 2, 44.025000000000006, 17.975000000999994))","[0.01, 87.38350139760149, 1.4094184967908832, 62.0, 25.385215868250345, 0.20985862911767716]"
"('E1008', (0.05, 117.4, 2, 58.7, 3.3000000009999972))","[0.01, 87.85551366986635, 1.000000001775764, 61.88451952281309, 5.7208265424697364e-08, 0.23632634996539006]"
"('E1008', (0.05, 117.4, 5, 29.35, 32.650000000999995))","[0.01, 111.03133447238773, 1.8440418616768164, 60.21045239113448, 50.82226460054494, 0.2098666066256738]"
"('E1008', (0.05, 117.4, 5, 44.025000000000006, 17.975000000999994))","[0.01, 76.91476121935533, 1.240541547415702, 62.0, 14.912651854599861, 0.20987354015989915]"
"('E1008', (0.05, 117.4, 5, 58.7, 3.3000000009999972))","[0.01, 68.25772294694951, 6.430674001052464, 61.80763780326595, 1.0000000000001537e-09, 0.061371614431902505]"
"('E1008', (0.05, 117.4, 10, 29.35, 32.650000000999995))","[0.01, 125.42763906809412, 2.2487792663122925, 58.6816715852961, 61.90655959832096, 0.2321211069668435]"
"('E1008', (0.05, 117.4, 10, 44.025000000000006, 17.975000000999994))","[0.01, 68.20000000903059, 17.671047491270855, 60.939047345456004, 7.257491658612121, 0.4713359399601315]"
"('E1008', (0.05, 117.4, 10, 58.7, 3.3000000009999972))","[0.01, 68.20000000000002, 6.494285609867695, 62.0, 1.0000000000000003e-09, 0.06137469005456319]"
"('E1008', (0.05, 176.10000000000002, 1, 29.35, 32.650000000999995))","[0.01, 73.10835771580828, 5.751363881238692, 62.0, 1.0000000000000003e-09, 0.061397113332303264]"
"('E1008', (0.05, 176.10000000000002, 1, 44.025000000000006, 17.975000000999994))","[0.01, 68.20000000000002, 1.0000000085638936, 57.35261937190088, 3.5732495458741147e-07, 0.2228904363544348]"
"('E1008', (0.05, 176.10000000000002, 1, 58.7, 3.3000000009999972))","[0.01, 68.20000122757155, 1.1129200459241602, 61.27816194550249, 6.918938208879277, 0.20984783641365365]"
"('E1008', (0.05, 176.10000000000002, 2, 29.35, 32.650000000999995))","[0.01, 68.20000000000002, 1.3081860848701767, 62.0, 62.0, 0.1599571067199351]"
"('E1008', (0.05, 176.10000000000002, 2, 44.025000000000006, 17.975000000999994))","[0.01, 68.22132742652339, 1.1841142318544668, 57.61251723306633, 10.60651953039336, 0.20984517564220628]"
"('E1008', (0.05, 176.10000000000002, 2, 58.7, 3.3000000009999972))","[0.01, 73.10834284487474, 5.75136640318257, 62.0, 1.0000000000000003e-09, 0.061397113332271526]"
"('E1008', (0.05, 176.10000000000002, 5, 29.35, 32.650000000999995))","[0.01, 68.2, 0.0, 62.0, 62.0, 0.17134106125640977]"
"('E1008', (0.05, 176.10000000000002, 5, 44.025000000000006, 17.975000000999994))","[0.01, 71.70124607841673, 1.5024478570709268, 47.723039405743506, 23.979623678159456, 0.20987211328950517]"
"('E1008', (0.05, 176.10000000000002, 5, 58.7, 3.3000000009999972))","[0.01, 68.2000058523316, 14.86100882450944, 61.999969960688475, 6.18850644856721, 0.4570405713773036]"
"('E1008', (0.05, 176.10000000000002, 10, 29.35, 32.650000000999995))","[0.01, 83.2604333061546, 3.9034038868815757, 21.330896733150986, 61.928908267668874, 0.20985912399737083]"
"('E1008', (0.05, 176.10000000000002, 10, 44.025000000000006, 17.975000000999994))","[0.01, 68.20000000000002, 15.774780075428652, 61.99717735874475, 6.195557121634339, 0.4568998837127758]"
"('E1008', (0.05, 176.10000000000002, 10, 58.7, 3.3000000009999972))","[0.01, 68.20000000000002, 15.18946773244058, 62.0, 6.190304044287579, 0.4569644702487438]"
"('E1008', (0.1, 88.05000000000001, 1, 29.35, 32.650000000999995))","[0.09860104078970644, 91.25689417114677, 1.0159474052535509, 29.551072182714538, 32.832963744822095, 3.9390746000060424]"
"('E1008', (0.1, 88.05000000000001, 1, 44.025000000000006, 17.975000000999994))","[0.014290005551508132, 82.51754800837924, 1.329813841767757, 62.0, 20.04687954158984, 0.2234438865558268]"
"('E1008', (0.1, 88.05000000000001, 1, 58.7, 3.3000000009999972))","[0.01, 68.299620806614, 1.1015668284663998, 62.0, 6.2965846118703315, 0.20985360616913576]"
"('E1008', (0.1, 88.05000000000001, 2, 29.35, 32.650000000999995))","[0.09459504891206247, 68.33370966035069, 2.076636983224139, 32.90509897951125, 35.42871190402272, 0.20982423106731565]"
"('E1008', (0.1, 88.05000000000001, 2, 44.025000000000006, 17.975000000999994))","[0.01, 70.61317973180786, 5.770435836182955, 59.91409456145725, 1.0000000000000003e-09, 0.061415773551271674]"
"('E1008', (0.1, 88.05000000000001, 2, 58.7, 3.3000000009999972))","[0.01, 68.20000000000005, 1.1012556686736823, 61.9270106617682, 6.269891536257942, 0.20984968347785019]"
"('E1008', (0.1, 88.05000000000001, 5, 29.35, 32.650000000999995))","[0.07116462839399434, 68.20017142788481, 4.551102135039878, 44.60665070589094, 23.593152388677588, 1.2720922813786764]"
"('E1008', (0.1, 88.05000000000001, 5, 44.025000000000006, 17.975000000999994))","[0.01, 102.05748155382912, 1.6467465993930328, 61.975376547957225, 40.080614653582515, 0.20984471079364705]"
"('E1008', (0.1, 88.05000000000001, 5, 58.7, 3.3000000009999972))","[0.10579738605871711, 86.12796079701005, 5.1018688303779065, 59.009081155248936, 3.1634586466765375, 3.9376998645146912]"
"('E1008', (0.1, 88.05000000000001, 10, 29.35, 32.650000000999995))","[0.01, 75.94029788443434, 5.447968615280033, 13.939817297513192, 62.0, 0.20986770819346953]"
"('E1008', (0.1, 88.05000000000001, 10, 44.025000000000006, 17.975000000999994))","[0.09958236164733292, 90.30209011425393, 10.079298561882123, 43.970359996137205, 17.96347704565315, 3.9381776345808697]"
"('E1008', (0.1, 88.05000000000001, 10, 58.7, 3.3000000009999972))","[0.10383390453843291, 87.50335074584152, 10.228583327747184, 58.58368027340523, 3.257203250755166, 3.93782304370942]"
"('E1008', (0.1, 117.4, 1, 29.35, 32.650000000999995))","[0.12376724091442742, 77.108726670722, 1.2596449273416916, 30.495653490425703, 16.46251293943451, 3.939118015685111]"
"('E1008', (0.1, 117.4, 1, 44.025000000000006, 17.975000000999994))","[0.01, 85.3357401801776, 1.376392100204018, 62.0, 23.33752719938009, 0.20984551122642717]"
"('E1008', (0.1, 117.4, 1, 58.7, 3.3000000009999972))","[0.01029913858308061, 68.20000000000002, 1.100103560491466, 61.9919535783188, 6.2050577457732885, 0.20985334689907775]"
"('E1008', (0.1, 117.4, 2, 29.35, 32.650000000999995))","[0.10000155576497327, 116.69160662975528, 2.027981288977376, 29.111007228888525, 33.229859735204, 3.9395876314693266]"
"('E1008', (0.1, 117.4, 2, 44.025000000000006, 17.975000000999994))","[0.01, 68.2, 1.308182734416138, 62.0, 62.0, 0.15995710628950435]"
"('E1008', (0.1, 117.4, 2, 58.7, 3.3000000009999972))","[0.01, 68.65818013857469, 1.1074286659422445, 62.0, 6.661158188532489, 0.20984189873762352]"
"('E1008', (0.1, 117.4, 5, 29.35, 32.650000000999995))","[0.01, 120.2450421358738, 2.0552583526196146, 58.50547671669531, 61.74084770438105, 0.20984586541304184]"
"('E1008', (0.1, 117.4, 5, 44.025000000000006, 17.975000000999994))","[0.10538910898588905, 127.33296736915115, 4.746396179973088, 50.214591128173254, 16.820205666926242, 3.940242442017347]"
"('E1008', (0.1, 117.4, 5, 58.7, 3.3000000009999972))","[0.10577148706419802, 107.23659493478382, 5.003369906271221, 61.99637968432941, 3.782776669567159, 3.938625300771537]"
"('E1008', (0.1, 117.4, 10, 29.35, 32.650000000999995))","[0.10130427842913736, 117.60227618583991, 10.705089970597314, 27.393805065041136, 33.62887699282328, 3.9396318990286514]"
"('E1008', (0.1, 117.4, 10, 44.025000000000006, 17.975000000999994))","[0.10011581986215412, 105.90990856888638, 9.875059214522214, 43.76279932432084, 16.949832271553753, 3.9388345505110784]"
"('E1008', (0.1, 117.4, 10, 58.7, 3.3000000009999972))","[0.10373020539265676, 117.07773550507102, 9.830433997855152, 59.50419425164216, 3.415608360601844, 3.9389145962319376]"
"('E1008', (0.1, 176.10000000000002, 1, 29.35, 32.650000000999995))","[0.09203622809771891, 192.3398393022759, 0.9620927695729397, 32.23840500329356, 32.53490054043493, 3.939373012492851]"
"('E1008', (0.1, 176.10000000000002, 1, 44.025000000000006, 17.975000000999994))","[0.01, 68.20000000000002, 1.3082067764239382, 62.0, 62.0, 0.15995711727149559]"
"('E1008', (0.1, 176.10000000000002, 1, 58.7, 3.3000000009999972))","[0.0104357624707581, 68.20000000000005, 1.1134993296866114, 61.24636426429361, 6.950815629353178, 0.20985043685354487]"
"('E1008', (0.1, 176.10000000000002, 2, 29.35, 32.650000000999995))","[0.096951679924877, 151.54992393923743, 2.1013423641291524, 26.730110399860123, 28.477935455665175, 3.9400492688593705]"
"('E1008', (0.1, 176.10000000000002, 2, 44.025000000000006, 17.975000000999994))","[0.12053455762476839, 110.4467350876626, 2.0254989405105324, 44.92643291004991, 16.375714890447178, 3.939542035170648]"
"('E1008', (0.1, 176.10000000000002, 2, 58.7, 3.3000000009999972))","[0.01, 68.23519200244185, 1.138270017633463, 59.94465140166894, 8.287880554648927, 0.20985022971723546]"
"('E1008', (0.1, 176.10000000000002, 5, 29.35, 32.650000000999995))","[0.010062350713853979, 202.7570946648913, 1.0000495156492564, 62.0, 0.00029932983676358977, 0.31933221102624176]"
"('E1008', (0.1, 176.10000000000002, 5, 44.025000000000006, 17.975000000999994))","[0.01, 68.20000000000002, 1.3081648683032858, 61.99998048495654, 61.99986951090817, 0.1599571763298449]"
"('E1008', (0.1, 176.10000000000002, 5, 58.7, 3.3000000009999972))","[0.10490779598804065, 158.28801278992148, 5.0190703687734155, 61.51137622558434, 3.2703560345251175, 3.939299464100893]"
"('E1008', (0.1, 176.10000000000002, 10, 29.35, 32.650000000999995))","[0.09783513060757187, 133.97587130092018, 11.49654526920645, 29.7653519161847, 34.47747036854274, 3.9392297089759953]"
"('E1008', (0.1, 176.10000000000002, 10, 44.025000000000006, 17.975000000999994))","[0.10045041546250436, 175.09245173280215, 9.910797879037425, 41.24630855282764, 18.688997053852113, 3.939511527218547]"
"('E1008', (0.1, 176.10000000000002, 10, 58.7, 3.3000000009999972))","[0.10409613534901138, 153.59883153712076, 10.646256814714647, 61.33750126883851, 3.3379067410228416, 3.939285922933775]"
